author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia
Бабель И.Э.;Мопассан — ее страсть;Возрождение;Париж;газета;№2632;1932;16.08;проза;полный текст;;4—5;1932;;30 дней
Шолохов М.А.;Поднятая целина;Возрождение;Париж;газета;№2702;1932;25.10;проза;полный текст;;4—5;1932;;Новый мир
Зощенко М.М.;Юмористический рассказ;Возрождение;Париж;газета;№2725;1932;17.11;проза;полный текст;;2;1932;;Вечерняя Москва
Ильф И. И Петров Е.;Веселящая единица;Возрождение;Париж;газета;№2735;1932;27.11;проза;полный текст;;5;1932;12.11;Правда
Зощенко М.М.;Беспокойный старичок;Возрождение;Париж;газета;№2801;1933;01.02;проза;полный текст;;3;1933;январь;Крокодил
Зощенко М.М.;Страдания молодого Вертера;Возрождение;Париж;газета;№2815;1933;15.02;проза;полный текст;;3;1933;январь;Крокодил
Зощенко М.М.;Единодушие;Возрождение;Париж;газета;№2816;1933;16.02;проза;полный текст;;5;1933;10.02;Вечерняя Москва
Федин К.А.;Похищение Европы;Возрождение;Париж;газета;№2819;1933;19.02;проза;отрывок;Ганза;4;1933;13.02;Красная газета
Ильф И. И Петров Е.;Кандидаты ;Возрождение;Париж;газета;№2923;1933;23.02;проза;полный текст;;3—4;1933;10.02;Огонек
Ильф И. И Петров Е.;Необыкновенные страдания директора завода;Возрождение;Париж;газета;№2859;1933;31.03;проза;полный текст;;5;1933;26.03;Правда
Шолохов М.А.;Тихий Дон;Возрождение;Париж;газета;№2885;1933;26.04;проза;отрывок;восстание;3;1933;21.04;Красная газета
Ильф И. И Петров Е.;Техника на грани фантастики;Возрождение;Париж;газета;№2944;1933;24.06;проза;полный текст;;5;1933;июнь;Крокодил
Зощенко М.М.;Преступление и наказание;Возрождение;Париж;газета;№2952;1933;02.07;проза;отрывок;;4;1933;март;Красная новь
Зощенко М.М.;Преступление и наказание;Возрождение;Париж;газета;№2953;1933;03.07;проза;отрывок;;3;1933;март;Красная новь
Зощенко М.М.;Морока;Возрождение;Париж;газета;№3129;1933;26.12;проза;полный текст;;3;1933;декабрь;Крокодил
Зощенко М.М.;Счастливый путь;Возрождение;Париж;газета;№3132;1933;29.12;проза;полный текст;;5;1933;20.12;Огонек
Романов П.;Для удобства публики ;Возрождение;Париж;газета;№3139;1934;05.01;проза;полный текст;;5;1933;декабрь;Крокодил
Катаев В.;В одной комнате;Возрождение;Париж;газета;№3142;1934;08.01;проза;полный текст;;3;1933;20.12;Огонек
Романов П.;Кукла;Возрождение;Париж;газета;№3164;1934;30.01;проза;полный текст;;4;1934;январь;Крокодил
Зощенко М.М.;Подарок;Возрождение;Париж;газета;№3184;1934;20.02;проза;полный текст;;4;1934;январь;Крокодил
Ильф И. И Петров Е.;Директивный бантик;Возрождение;Париж;газета;№3216;1934;24.03;проза;полный текст;;4;1934;19.03;Правда
Зощенко М.М.;Анна на шее;Возрождение;Париж;газета;№3226;1934;03.04;проза;полный текст;;4;1934;март;Крокодил
