;author_in_publication;text;name;city;type;issue;year_emigration;description;peculiarity;name_part;pages;name_in_russia;year_russia
1618;Карпов Н.А.;Иностранец;Иллюстрированная Россия;Париж;журнал;№20(105);14.05.1927;проза;полный текст;;18—19;Красная газета;
1619;Свэн И.;Глупое самолюбие;Иллюстрированная Россия;Париж;журнал;№22(107);28.05.1927;проза;полный текст;;1—2, 4;Красная новь;
1620;Карпов Н.А.;Тихая семейка;Иллюстрированная Россия;Париж;журнал;№24(109);11.06.1927;проза;полный текст;;7—8;;
1621;Середа Т.;С получки;Иллюстрированная Россия;Париж;журнал;№28(113);09.07.1927;проза;полный текст;;8—9;Огонек;
1622;Подъячев С.П.;Молодые;Иллюстрированная Россия;Париж;журнал;№29(114);16.07.1927;проза;полный текст;;4—8;;
1623;Зощенко М.М.;Административный восторг;Иллюстрированная Россия;Париж;журнал;№30(115);23.07.1927;проза;полный текст;;14;;
1624;Агнивцев Н.;Бумажная великомученица;Иллюстрированная Россия;Париж;журнал;№30(115);23.07.1927;стихи;полный текст;;15;;
1625;Романов П.;Значок;Иллюстрированная Россия;Париж;журнал;№31(116);30.07.1927;проза;полный текст;;1—2, 4—5;;
1626;Мазовский К.;Майский жук;Иллюстрированная Россия;Париж;журнал;№31(116);30.07.1927;проза;полный текст;;14—15;;
1627;Ломакин И.;Язык бабочек и мотыльков;Иллюстрированная Россия;Париж;журнал;№32(117);06.08.1927;проза;полный текст;;8—11;;
1628;Черний В.;Кисловодск;Иллюстрированная Россия;Париж;журнал;№32(117);06.08.1927;проза;полный текст;;12–14;;
1629;Гуревич И.;Сигнал;Иллюстрированная Россия;Париж;журнал;№32(117);06.08.1927;проза;полный текст;;18;;
1630;Лебедев В.;На дачу;Иллюстрированная Россия;Париж;журнал;№32(117);06.08.1927;проза;полный текст;;18;;
1631;Лебедев В.;Каждому свое;Иллюстрированная Россия;Париж;журнал;№33(118);13.08.1927;проза;полный текст;;6—8;;
1632;д’Актиль А.;Счетовод на юге;Иллюстрированная Россия;Париж;журнал;№33(118);13.08.1927;проза;полный текст;;14;;
1633;Шершеневич В.;Безбожник;Иллюстрированная Россия;Париж;журнал;№33(118);13.08.1927;проза;полный текст;;14—15;;
1634;Лебедев В.;Провинция;Иллюстрированная Россия;Париж;журнал;№33(118);13.08.1927;проза;отрывок;Тихие радости;15;;
1635;Подъячев С.П.;Записки гражданина Симиона Подмоченова;Иллюстрированная Россия;Париж;журнал;№34(119);20.08.1927;проза;полный текст;;1—6;;
1636;Грамен Н.К.;Происшествие с уклоном;Иллюстрированная Россия;Париж;журнал;№35(120);27.08.1927;проза;полный текст;;14;;
1637;Лебедев В.;Отпускная горячка;Иллюстрированная Россия;Париж;журнал;№35(120);27.08.1927;стихи;полный текст;;15;;
1638;Карпов Н.А.;Компанейские ребята;Иллюстрированная Россия;Париж;журнал;№36(121);03.09.1927;проза;полный текст;;1—2;;
1639;Левин Б.;Случай невероятный, но поучительный;Иллюстрированная Россия;Париж;журнал;№37(122);17.09.1927;проза;полный текст;;;;
1640;Павлов В.;Недоразумение;Иллюстрированная Россия;Париж;журнал;№38(123);17.09.1927;проза;полный текст;;14—15;;
1641;Ломакин И.;Зоологическая точка;Иллюстрированная Россия;Париж;журнал;№40(125);01.10.1927;проза;полный текст;;1—2;;
1642;Янопольский Ю.;Отравленная радость;Иллюстрированная Россия;Париж;журнал;№42(127);15.10.1927;проза;полный текст;;13—16;;
1643;Карпов Н.А.;Ловкость рук;Иллюстрированная Россия;Париж;журнал;№43(128);27.10.1927;проза;полный текст;;18—19;;
1644;Канин;Через биржу;Иллюстрированная Россия;Париж;журнал;№46(131);12.11.1927;проза;полный текст;;6—7;;
1645;Булгаков М.А.;Дни Турбиных;Иллюстрированная Россия;Париж;журнал;№46(131);12.11.1927;проза;отрывок;;8—12;;
1646;Тоболяков В.;Мужики;Иллюстрированная Россия;Париж;журнал;№49(134);03.12.1927;проза;полный текст;;22—23;;
1647;д’Актиль А.;Хулиганы;Иллюстрированная Россия;Париж;журнал;№50(135);10.12.1927;проза;полный текст;;10—11;;
1648;Шершеневич В.;Шестая держава;Иллюстрированная Россия;Париж;журнал;№51(136);17.12.1927;проза;полный текст;;4;;
1649;Воинов В.;Лиговская идиллия;Иллюстрированная Россия;Париж;журнал;№51(136);17.12.1927;стихи;полный текст;;5;;
1650;Яковлев А.;Ради любви;Иллюстрированная Россия;Париж;журнал;№3(140);14.01.1928;проза;полный текст;;1—7;;
1651;Таболиков В.;Конь;Иллюстрированная Россия;Париж;журнал;№3(140);14.01.1928;проза;полный текст;;22;;
1652;Лебедев В.;Семья;Иллюстрированная Россия;Париж;журнал;№3(140);14.01.1928;проза;отрывок;Защитник;23;;
1653;Яковлев А.;Ради любви;Иллюстрированная Россия;Париж;журнал;№4(141);21.01.1928;проза;полный текст;;;;
1654;Лебедев В.;Искуссный ход;Иллюстрированная Россия;Париж;журнал;№5(142);28.01.1928;проза;полный текст;;8—10;;
1655;Прутков И.;Итоги;Иллюстрированная Россия;Париж;журнал;№5(142);28.01.1928;проза;полный текст;;14—15;;
1656;Андр М.;Стекольщик;Иллюстрированная Россия;Париж;журнал;№6(143);04.02.1928;проза;полный текст;;14—15;;
1657;Лесной Л.;Борода главбуха;Иллюстрированная Россия;Париж;журнал;№7(144);11.02.1928;проза;полный текст;;9—11;;
1658;Гард Э.;Маничка 1001-ая;Иллюстрированная Россия;Париж;журнал;№7(144);11.02.1928;проза;полный текст;;22—23;;
1659;Гюинплэн;На волю;Иллюстрированная Россия;Париж;журнал;№8(145);18.02.1928;проза;полный текст;;18—19;;
1660;Мазовский К.;Автодор;Иллюстрированная Россия;Париж;журнал;№9(146);25.02.1928;проза;полный текст;;16—17;;
1661;Авилов П.;Система поощрения;Иллюстрированная Россия;Париж;журнал;№10(147);03.03.1928;проза;полный текст;;16—17;;
