number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_textbook;compiler;place_of_edition;year_of_edition;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
137;Гоголь Н.В.;м;Портрет;undefined;проза;1835;повесть;нет;нет;undefined;В.Д.Осмоловский;Рига;1923;undefined;учебник;IV;undefined;Осмоловский.Ч.4_1923
138;Гоголь Н.В.;м;Мертвые души;undefined;проза;1842;поэма;нет;нет;undefined;В.Д.Осмоловский;Рига;1923;undefined;учебник;IV;undefined;Осмоловский.Ч.4_1923
139;Белинский В.Г.;м;Литературные мечтания;undefined;критика;1834;критика;нет;да;У нас до сих пор нет литературы;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
140;Белинский В.Г.;м;Речь о критике;undefined;критика;1843;критика;нет;да;Свобода творчества легко согласуется со служением современников;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
141;Аксаков С.Т.;м;Письмо к отцу;undefined;проза;1846;письмо;нет;нет;Много я ездил по России;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
142;Тургенев И.С.;м;Бурмистр;undefined;проза;1847-1851;повесть;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
143;Тургенев И.С.;м;Малиновая вода;undefined;проза;1848;повесть;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
144;Тургенев И.С.;м;Лыгов;undefined;проза;1847-1853;повесть;нет;да;Скажи, пожалуйста, -- начал я;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
145;Тургенев И.С.;м;Бирюк;undefined;проза;1848;повесть;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
146;Тургенев И.С.;м;Хорь и Калиныч;undefined;проза;1847-1855;повесть;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
147;Тургенев И.С.;м;Бежин луг;undefined;проза;1851;повесть;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
148;Тургенев И.С.;м;Касьян с Красивой Мечи;undefined;проза;1847-1857;повесть;нет;да;Барин, а барин! Ну для чего ты пташку убил;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
149;Тургенев И.С.;м;Певцы;undefined;проза;1847-1858;повесть;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
150;Тургенев И.С.;м;Живые мощи;undefined;проза;1847-1859;повесть;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
151;Тургенев И.С.;м;Рудин;undefined;проза;1856;роман;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
152;Тургенев И.С.;м;Дворянское гнездо;undefined;проза;1859;роман;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
153;Тургенев И.С.;м;Отцы и дети;undefined;проза;1862;роман;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
154;Некрасов Н.А.;м;Праздник жизни — молодости годы —;undefined;поэзия;1856;стихотворение;нет;нет;Если долго сдержанные муки,;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
155;Некрасов Н.А.;м;В дороге;undefined;поэзия;1845;стихотворение;да;нет;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
156;Некрасов Н.А.;м;Размышления у парадного подъезда;undefined;поэзия;1860;стихотворение;нет;нет;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;некоторые строфы вырезаны;Осмоловский.Ч.5_1925
157;Некрасов Н.А.;м;Влас;undefined;поэзия;1855;стихотворение;да;нет;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
158;Некрасов Н.А.;м;Школьник;undefined;поэзия;1856;стихотворение;нет;нет;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;"Две строфы ( начиная с ""Вижу я в котомке книжку"" отсутсвуют)";Осмоловский.Ч.5_1925
159;Некрасов Н.А.;м;Крестьянские дети;undefined;поэзия;1861;поэма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;с элементами перескааза тех строф, которые не включены;Осмоловский.Ч.5_1925
160;Некрасов Н.А.;м;Мороз Красный нос;undefined;поэзия;1863;поэма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
161;Некрасов Н.А.;м;Саша;undefined;поэзия;1856;поэма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
162;Некрасов Н.А.;м;Медвежья охота;Памяти Белинского;поэзия;1868;стихотворение;нет;нет;Белинский был особенно любим...;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
163;Некрасов Н.А.;м;Русские женщины;undefined;поэзия;1872;поэма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
164;Гончаров И.А.;м;Обломов;undefined;проза;1859;роман;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;с цитатами и элементами перескааза;Осмоловский.Ч.5_1925
165;Гончаров И.А.;м;Обломов;Сон Обломова;проза;1859;роман;да;нет;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;Сон Обломова полностью;Осмоловский.Ч.5_1925
166;Добролюбов Н.А.;м;Что такое Обломовщина;undefined;критика;1859;критика;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
167;Островский А.Н.;м;Свои люди — сочтемся;undefined;драма;1850;драма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
168;Островский А.Н.;м;Бедность не порок;undefined;драма;1852;драма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
169;Островский А.Н.;м;Доходное место;undefined;драма;1856;драма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
170;Островский А.Н.;м;Гроза;undefined;драма;1856;драма;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
171;Толстой Л.Н.;м;Война и мир;undefined;проза;1869;роман;нет;да;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
172;Надсон С.Я.;м;Друг мой, брат мой, усталый, страдающий брат;undefined;поэзия;1880;стихотворение;да;нет;undefined;В.Д.Осмоловский;Рига;1925;undefined;учебник;V;undefined;Осмоловский.Ч.5_1925
